ID,first_year,last_year
CHXLT202209,1957,2013
CHXLT205289,1955,2013
CHXLT207069,1940,1988
CHXLT208549,1954,1990
CHXLT212840,1957,2013
CHXLT213859,1957,2013
CHXLT216595,1938,1988
CHXLT218316,1951,2002
CHXLT221333,1953,1990
CHXLT222282,1952,2013
CHXLT234442,1949,2013
CHXLT237465,1952,2013
CHXLT242458,1956,1988
CHXLT244165,1957,1990
CHXLT246420,1954,2013
CHXLT248925,1935,2013
CHXLT253383,1957,2013
CHXLT258166,1958,2013
CHXLT258200,1960,1990
CHXLT259071,1975,1990
CHXLT267630,1930,1988
CHXLT268626,1958,2013
CHXLT274152,1961,1970
CHXLT279782,1959,2013
CHXLT283311,1953,2013
CHXLT288038,1952,1990
CHXLT297769,1953,2013
CHXLT307719,1957,2013
CHXLT308954,1956,2013
CHXLT311332,1954,1990
CHXLT317111,1937,1988
CHXLT322639,1951,1990
CHXLT323245,1960,1998
CHXLT336962,1917,1988
CHXLT340151,1939,1990
CHXLT350089,1937,2013
CHXLT352617,1957,2013
CHXLT354364,1956,2013
CHXLT359643,1952,2013
CHXLT364408,1953,2013
CHXLT371773,1941,1988
CHXLT374122,1987,2015
CHXLT374488,1921,2013
CHXLT377619,1956,1990
CHXLT391989,1959,2013
CHXLT399133,1957,2013
CHXLT400566,1937,1988
CHXLT401517,1954,2013
CHXLT402779,1909,1970
CHXLT409183,1957,1988
CHXLT410380,1951,2013
CHXLT417912,1956,2013
CHXLT424640,1958,2013
CHXLT424795,1932,1997
CHXLT428434,1952,2013
CHXLT430643,1951,2013
CHXLT431136,1953,1988
CHXLT431633,1959,2013
CHXLT435628,1909,1981
CHXLT435773,1952,1988
CHXLT436480,1951,1990
CHXLT436758,1957,2013
CHXLT436916,1954,2013
CHXLT438753,1955,1982
CHXLT442663,1958,2013
CHXLT449836,1954,2013
CHXLT450234,1936,1988
CHXLT450464,1951,2013
CHXLT451192,1957,1990
CHXLT451508,1924,1988
CHXLT460398,1957,2013
CHXLT468121,1956,1990
CHXLT475252,1951,1994
CHXLT494646,1952,2013
CHXLT497029,1956,2013
CHXLT497447,1954,2013
CHXLT503773,1952,2013
CHXLT509807,1981,1990
CHXLT515587,1957,2013
CHXLT516968,1954,2013
CHXLT517532,1921,2013
CHXLT519926,1933,2013
CHXLT525283,1957,1990
CHXLT531498,1924,1988
CHXLT534353,1957,2013
CHXLT535238,1956,2013
CHXLT538235,1951,2013
CHXLT539153,1954,2013
CHXLT539156,1932,1988
CHXLT548034,1940,1988
CHXLT555793,1957,2013
CHXLT559393,1906,2013
CHXLT561611,1954,2013
CHXLT562535,1952,2013
CHXLT568758,1952,1990
CHXLT572139,1921,1988
CHXLT574247,1957,2013
CHXLT581712,1951,2013
CHXLT588758,1953,2013
CHXLT594308,1952,1988
CHXLT595581,1956,1998
CHXLT597295,1953,2013
CHXLT608557,1955,2013
CHXLT613219,1957,2013
CHXLT617327,1952,2013
CHXLT622396,1954,1990
CHXLT622453,1957,2013
CHXLT625649,1905,1940
CHXLT634812,1956,2013
CHXLT640480,1957,2013
CHXLT640935,1914,1988
CHXLT644110,1957,2013
CHXLT663499,1940,1988
CHXLT663938,1959,2013
CHXLT667296,1952,2013
CHXLT670364,1955,2013
CHXLT671368,1955,2013
CHXLT671521,1958,2013
CHXLT675151,1954,2013
CHXLT682881,1987,2003
CHXLT684812,1954,2013
CHXLT689653,1956,1990
CHXLT699786,1954,1990
CHXLT704721,1952,2013
CHXLT708967,1955,1991
CHXLT711787,1957,1990
CHXLT714168,1953,1990
CHXLT716208,1951,2013
CHXLT721855,1957,2013
CHXLT728222,1954,1988
CHXLT729050,1928,2000
CHXLT732163,1954,2013
CHXLT732840,1952,2013
CHXLT734916,1951,1990
CHXLT740859,1937,2013
CHXLT744873,1951,2004
CHXLT750015,1937,1990
CHXLT750470,1956,2013
CHXLT750701,1964,1988
CHXLT752095,1959,2013
CHXLT759021,1957,2013
CHXLT772280,1907,2013
CHXLT774211,1961,2013
CHXLT774717,1920,1948
CHXLT779120,1934,2013
CHXLT779336,1957,2013
CHXLT781875,1939,2013
CHXLT791026,1934,2013
CHXLT792768,1954,1988
CHXLT797313,1937,2006
CHXLT825613,1952,2013
CHXLT826926,1953,1988
CHXLT826961,1931,2012
CHXLT837863,1952,2013
CHXLT839063,1951,1990
CHXLT841385,1959,2013
CHXLT841927,1936,1988
CHXLT847092,1913,2013
CHXLT849859,1953,1990
CHXLT851444,1958,2013
CHXLT853880,1957,2013
CHXLT858298,1959,2013
CHXLT859264,1957,2013
CHXLT862501,1940,2013
CHXLT863181,1905,2013
CHXLT872689,1937,1988
CHXLT874549,1957,2013
CHXLT875045,1958,2002
CHXLT881750,1953,2013
CHXLT889849,1961,2013
CHXLT890354,1924,2013
CHXLT893502,1943,2013
CHXLT897182,1961,2013
CHXLT898202,1961,1990
CHXLT905981,1936,2013
CHXLT909860,1943,1988
CHXLT919605,1955,1990
CHXLT921229,1956,1994
CHXLT924500,1952,1993
CHXLT937002,1961,1990
CHXLT968310,1961,2013
CHXLT968720,1954,2013
CHXLT978568,1959,1990
CHXLT981694,1940,2013
CHXLT984765,1957,2013
CHXLT993298,1963,1992
CHXLT999147,1942,2013
CI000085406,1904,2024
CI000085442,1903,2024
CI000085469,1937,2024
CI000085488,1922,2024
CI000085543,1968,2024
CI000085585,1976,2024
CI000085629,1926,2024
CI000085743,1951,2024
CI000085799,1951,2024
CI000085874,1958,2024
CI000085934,1888,2024
CIM00085418,1973,2024
CIM00085470,1973,2005
CIM00085574,1861,2024
CIM00085577,1946,2024
CIM00085672,1957,2024
CIM00085682,1971,2024
CIM00085766,1941,2024
CIM00085782,1961,2024
CIM00085864,1968,2024
CIXLT001228,1886,1989
CIXLT002335,1900,1992
CIXLT018090,1941,2013
CIXLT052649,1901,2009
CIXLT062316,1931,2013
CIXLT084406,1912,1947
CIXLT193221,1932,1992
CIXLT217982,1941,1984
CIXLT226960,1991,2015
CIXLT234901,1871,2005
CIXLT253046,1967,2013
CIXLT291198,1899,1970
CIXLT305469,1901,1965
CIXLT316558,1961,1980
CIXLT321475,1899,1970
CIXLT361953,1951,1986
CIXLT425920,1899,1970
CIXLT447473,1916,1933
CIXLT572018,1908,1990
CIXLT611794,1919,1970
CIXLT617153,1901,1960
CIXLT636796,1872,1980
CIXLT639284,1899,1957
CIXLT662632,1901,2013
CIXLT683826,1981,2013
CIXLT691805,1953,1996
CIXLT703842,1951,2015
CIXLT715098,1912,1950
CIXLT729893,1901,1990
CIXLT755175,1961,1980
CIXLT760591,1886,2015
CIXLT802184,1929,1990
CIXLT821338,1961,1978
CIXLT887815,1967,2015
CIXLT948886,1886,1969
CIXLT967829,1861,2013
CIXLT983251,1914,1967
CJW00011813,1966,2024
CJXLT300337,1971,1990
CK000096996,1910,2024
CM000004910,1885,2024
CM000064870,1951,2024
CMM00064851,1954,2023
CMM00064860,1952,2024
CMM00064880,1951,1980
CMM00064882,1951,1970
CMM00064890,1962,1998
CMM00064893,1951,1993
CMM00064900,1953,1991
CMM00064901,1951,1970
CMM00064911,1951,1998
CMM00064920,1951,1970
CMM00064930,1951,2012
CMM00064931,1961,1994
CMM00064960,1951,1970
CMM00064961,1951,1970
CMM00064971,1951,1998
CMXLT074391,1951,1960
CMXLT081108,1951,1960
CMXLT300830,1951,1960
CMXLT544965,1889,1990
CMXLT678218,1951,1998
CNM00067004,1963,1984
CNXLT320407,1938,1984
CO000080001,1961,2024
CO000080222,1941,2024
CO000080241,1975,2004
CO000080259,1961,2024
CO000080342,1961,2024
CO071203577,1971,1980
COM00080002,1987,2024
COM00080009,1965,2024
COM00080022,1951,2024
COM00080028,1941,2024
COM00080035,1975,2024
COM00080036,1976,2024
COM00080063,1964,2024
COM00080084,1984,2024
COM00080091,1964,2024
COM00080094,1975,2024
COM00080097,1961,2024
COM00080099,1966,2024
COM00080110,1941,2024
COM00080112,1986,2024
COM00080144,1967,2024
COM00080210,1961,2024
COM00080211,1964,2024
COM00080214,1971,2024
COM00080234,1961,2024
COM00080315,1967,2024
COM00080370,1970,2024
COM00080398,1961,2024
COXLT014193,1945,1991
COXLT090808,1950,2013
COXLT100273,1948,1960
COXLT108493,1953,1986
COXLT159365,1969,2015
COXLT181426,1951,1970
COXLT190764,1948,1991
COXLT191915,1923,1960
COXLT198335,1972,2004
COXLT499285,1969,1985
COXLT509434,1948,1987
COXLT532447,1930,1987
COXLT654841,1948,1993
COXLT662240,1925,1957
COXLT668805,1951,1970
COXLT689092,1986,2015
COXLT720765,1961,1990
COXLT730151,1941,2012
COXLT732020,1969,2015
COXLT736249,1945,1984
COXLT737499,1977,2015
COXLT745561,1947,1987
COXLT769889,1961,1970
COXLT818019,1952,1980
COXLT869749,1951,2015
COXLT878860,1971,2013
COXLT899662,1951,1990
COXLT921785,1953,1980
COXLT949139,1941,1993
COXLT957271,1951,2013
CQC00914080,1995,2024
CQC00914801,1993,2024
CQC00914855,2006,2024
CQC00914860,1951,1978
CS000078774,1978,2024
CS000081003,1949,2024
CSM00078760,1949,2005
CSM00078762,1955,2024
CSXLT056864,1956,2011
CSXLT126702,1961,1990
CSXLT209523,1961,2013
CSXLT367793,1941,1980
CT000004600,1950,2024
CT000004601,1950,1980
CT000004603,1950,1967
CT000004605,1954,2012
CT000004610,1954,2013
CT000004650,1950,2013
CT000004654,1950,2012
CT000004655,1950,2012
CT000004656,1950,2012
CT000004658,1951,2002
CT000004659,1954,2003
CT000004660,1952,2012
CT000004661,1952,2010
CT000004662,1957,2012
CTM00064601,1951,2024
CTM00064650,1975,2024
CTXLT180526,1954,2012
CUM00078310,1952,2023
CUM00078325,1871,2024
CUM00078339,1961,1980
CUM00078349,1961,2013
CUM00078355,1942,2024
CUM00078360,1952,1981
CUM00078364,1961,1980
CUM00078369,1952,2024
CUW00011706,1945,2024
CUXLT131551,1951,1994
CUXLT151042,1951,1994
CUXLT386718,1951,1994
CUXLT495882,1899,1938
CUXLT497180,1951,1994
CUXLT640778,1951,1994
CUXLT684579,1952,1981
CUXLT731076,1951,1994
CUXLT934913,1951,1994
CUXLT975909,1951,1994
CUXLT980651,1951,1994
CVM00008583,1921,2018
CVM00008589,2007,2024
CVM00008594,1963,2024
CVXLT892075,1865,1973
CWM00091811,1932,1990
CWM00091843,1899,2024
CWXLT040222,1932,2013
CWXLT259724,1938,1950
CWXLT903084,1952,1990
CWXLT962263,1938,1993
CWXLT977162,1932,1971
CY000176090,1881,2024
CYE00100065,1976,2012
CYE00100071,1887,2014
CYE00100074,1881,2003
CYE00100077,1971,2013
CYE00115565,1883,2013
CYE00115566,1901,2014
CYM00017601,1975,2013
CYXLT107299,1920,1953
CYXLT173831,1887,1991
CYXLT543654,1881,1991
CYXLT881393,1887,1991
DA000006059,1981,2013
DA000021100,1874,2013
DA000025140,1874,2013
DA000027080,1873,2003
DA000030380,1798,2024
DA000032020,1874,2024
DA000032030,1874,2014
DAE00000672,1958,2013
DAE00000673,1959,2000
DAE00000674,1958,2000
DAE00000675,1958,2013
DAE00000676,1959,2000
DAE00002162,1874,2014
DAE00100980,1873,2020
DAM00002607,1977,2013
DAM00006011,1867,2024
DAM00006030,1940,2024
DAM00006041,1973,2013
DAM00006079,1979,2013
DAM00006096,1989,2013
DAM00006156,1993,2013
DAM00006180,1961,2013
DAM00006190,1959,2024
DAXLT000667,1877,1925
DAXLT366891,1861,1969
DAXLT411549,1961,1976
DAXLT653196,1869,1925
DAXLT778448,1977,2013
DAXLT831031,1873,1969
DJM00063125,1951,1999
DOM00078905,1972,1990
DR092201598,1961,1990
DR092201627,1961,1987
DR092202034,1952,1990
DR092203557,1951,1980
DR092203565,1951,1990
DR092204345,1961,1970
DR092204447,1951,1987
DR092204805,1952,1990
DR092205901,1951,1987
DR092205931,1951,1984
DR092205945,1951,1970
DR092205963,1961,1970
DRM00000056,1951,1990
DRM00078458,1981,2024
DRM00078460,1961,2013
DRM00078464,1961,1986
DRM00078467,1951,1990
DRM00078479,1994,2024
DRM00078480,1951,1980
DRM00078482,1973,2024
DRM00078485,1961,2013
DRM00078486,1943,2024
DRXLT047557,1951,1980
DRXLT079464,1954,2014
DRXLT833745,1951,1990
EC000000006,1961,2024
EC000084279,1961,1982
EC084402600,1971,1980
ECM00084008,1951,2024
ECM00084050,1981,2024
ECM00084088,1975,2024
ECM00084123,1961,2013
ECM00084132,1978,2024
ECM00084135,1930,2024
ECM00084179,1965,2021
ECM00084226,1961,2024
ECM00084270,1981,2024
ECXLT065421,1961,1980
ECXLT184146,1930,1980
ECXLT267721,1929,1943
ECXLT350909,1929,1982
ECXLT399282,1951,1991
ECXLT510810,1934,1980
ECXLT606377,1961,1970
ECXLT611775,1962,1980
ECXLT644396,1929,1943
ECXLT697845,1891,1982
ECXLT729104,1929,1943
ECXLT802971,1961,1980
ECXLT804232,1930,1943
ECXLT828844,1961,1980
ECXLT873335,1981,1998
ECXLT874916,1929,1943
ECXLT910158,1961,1980
ECXLT940188,1961,1980
EG000062306,1920,2024
EG000062414,1904,2024
EG000062417,1912,2019
EG000062432,1905,2018
EG000062463,1990,2024
EG000624200,1951,2024
EGE00147724,1920,1981
EGE00147726,1880,1990
EGE00147727,1869,1960
EGE00147728,1901,1957
EGE00147729,1901,1957
EGE00147730,1904,1957
EGE00147732,1880,2013
EGE00147733,1880,1957
EGM00062305,1996,2024
EGM00062318,1945,2023
EGM00062337,1985,2024
EGM00062366,1949,1995
EGM00062378,1904,2024
EGM00062387,1907,2024
EGM00062393,1951,2013
EGM00062403,2004,2024
EGM00062405,1941,1990
EGM00062423,1957,2020
EGM00062435,1951,2024
EGM00062465,1961,2013
EGM00062476,2003,2024
EGXLT089789,1951,1970
EGXLT208359,1906,1950
EGXLT333046,1870,1957
EGXLT417059,1951,1960
EGXLT807449,1951,1995
EGXLT828513,1951,2015
EI000003953,1869,2024
EI000003965,1954,2014
EI000003969,1831,2024
EI000003980,1929,2024
EIE00000958,1993,2014
EIE00000965,1961,1989
EIE00000966,1961,2006
EIE00001646,1961,2010
EIE00001724,1974,2010
EIE00001726,1961,1997
EIE00001738,1975,2009
EIE00001739,1961,2010
EIE00001754,1968,2007
EIE00001756,1966,2010
EIE00001758,1961,1996
EIE00001759,1961,2010
EIE00003548,1954,2014
EIE00101859,1861,2002
EIE00107762,1961,2019
EIE00107808,1971,2024
EIM00003952,1955,2014
EIM00003955,1949,2024
EIM00003956,1961,2024
EIM00003957,1956,2008
EIM00003962,1945,2024
EIM00003967,1961,2024
EIM00003970,1950,2014
EIM00003971,1950,2014
EIM00003973,1929,2024
EIM00003976,1956,2024
EIXLT513400,1957,2008
EKM00064810,2001,2024
EKM00064820,2008,2024
EN000026029,1970,2024
EN000026038,1806,2024
EN000026045,1945,2024
EN000026046,1978,2013
EN000026115,1957,2024
EN000026116,1969,2024
EN000026120,1969,2024
EN000026128,1969,2024
EN000026134,1969,2024
EN000026135,1969,2024
EN000026141,1969,2024
EN000026145,1979,2013
EN000026214,1969,2024
EN000026215,1955,2013
EN000026226,1969,2024
EN000026229,1959,2024
EN000026231,1936,2014
EN000026242,1901,2024
EN000026249,1923,2024
ENE00100914,1920,2024
ENXLT083223,1994,2015
ENXLT421639,1839,1880
ENXLT570922,1824,1847
ER000063021,1906,2012
ER000063023,1885,1989
ER000063043,1947,1990
ERXLT636417,1962,1991
ES000078650,1962,2024
ES003800510,1956,2024
ESM00000057,1981,1990
ESM00000059,1981,1990
ESM00078655,1979,2010
ESXLT159550,1912,1985
ESXLT513016,1893,1934
ESXLT986728,1967,1990
ET000063330,1963,1991
ET000063331,1952,2024
ET000063332,1961,1990
ET000063333,1952,2024
ET000063334,1953,1990
ET000063340,1970,1987
ET000063402,1952,2024
ET000063403,1952,2024
ET000063450,1901,2024
ET000063451,1951,1988
ET000063453,1952,1991
ET000063460,1972,1991
ET000063471,1952,2024
ET000063473,1952,1990
ET000063474,1962,1987
ET000063478,1966,1985
ET000063533,1952,1988
ETXLT138774,1954,1990
ETXLT156249,1964,2013
ETXLT227194,1912,1959
ETXLT248931,1906,1940
ETXLT343887,1954,1974
ETXLT569828,1952,2013
ETXLT616780,1967,1991
ETXLT815579,1898,2013
ETXLT861343,1954,2015
ETXLT898116,1952,1974
ETXLT999546,1951,2013
EUM00061972,1951,2024
EZ000011448,1973,2013
EZ000011464,1906,2024
EZ000011541,1973,2013
EZ000011648,1973,1996
EZ000011735,1973,1997
EZE00002035,1951,2013
EZE00100082,1775,2005
EZM00011406,1939,2024
EZM00011414,1978,2013
EZM00011423,1988,2024
EZM00011438,1978,2013
EZM00011457,1973,2013
EZM00011487,1977,2024
EZM00011502,1988,2013
EZM00011518,1940,2024
EZM00011520,1971,2024
EZM00011538,1989,2013
EZM00011603,1938,2024
EZM00011628,1995,2013
EZM00011636,1973,2013
EZM00011643,1988,2013
EZM00011659,1959,2024
EZM00011679,1973,2013
EZM00011683,1978,2013
EZM00011693,1989,2013
EZM00011698,1978,2013
EZM00011710,1978,2013
EZM00011723,1848,2024
EZM00011766,1978,2013
EZM00011774,1973,2013
EZM00011782,1950,2024
EZM00011787,1973,2024
EZXLT061403,1817,1840
EZXLT063539,1951,1960
EZXLT108473,1828,1842
EZXLT147295,1828,1866
EZXLT219555,1951,2015
EZXLT369204,1817,1847
EZXLT374855,1838,1865
EZXLT488678,1823,1851
EZXLT896038,1817,1850
FG000081405,1943,2024
FGM00081209,1961,1980
FGM00081401,1961,2024
FGM00081408,1961,2024
FGM00081415,1961,2024
FGXLT442638,1845,2015
FGXLT860515,1971,1990
FI000000304,1829,2024
FI000002401,1951,2024
FI000002963,1957,2024
FI000007501,1906,2024
FIE00007672,1959,2014
FIE00007731,1969,2014
FIE00141805,1959,2024
FIE00141810,1959,2024
FIE00141815,1959,2024
FIE00141855,1962,2024
FIE00141864,1963,2024
FIE00141870,1984,2014
FIE00141874,1984,2024
FIE00141884,1959,2014
FIE00141890,1993,2024
FIE00141895,1962,2014
FIE00141909,1984,2024
FIE00141925,1959,2024
FIE00141930,1959,2014
FIE00141935,1959,2024
FIE00141940,1959,2014
FIE00141945,1959,2014
FIE00141974,1960,2014
FIE00141980,1973,2003
FIE00141985,1973,2014
FIE00141989,1991,2024
FIE00141994,1959,2024
FIE00142004,1750,2010
FIE00142010,1959,2024
FIE00142015,1985,2024
FIE00142020,1959,2012
FIE00142025,1963,2024
FIE00142030,1959,1993
FIE00142035,1959,2024
FIE00142055,1959,2012
FIE00142069,1991,2024
FIE00142074,2002,2015
FIE00142080,1829,2024
FIE00142085,1962,2024
FIE00142090,1829,2014
FIE00142096,1829,2014
FIE00142101,1959,2024
FIE00142106,1959,2024
FIE00142111,1829,2014
FIE00142116,1959,2024
FIE00142151,1972,2014
FIE00142185,1829,2024
FIE00142190,1992,2024
FIE00142220,2003,2024
FIE00142226,1829,2024
FIE00142230,1959,2015
FIE00142241,1829,2024
FIE00142246,1829,2014
FIE00142251,1829,2014
FIE00142256,1959,2014
FIE00142261,1959,2014
FIE00142266,1959,2014
FIE00142271,1959,2014
FIE00142276,1959,1999
FIE00142296,1829,2014
FIE00142300,1982,2024
FIE00142305,1984,2024
FIE00142311,1829,2014
FIE00142320,1829,2014
FIE00142331,1959,2024
FIE00142341,1959,2024
FIE00142356,1971,2007
FIE00142361,1971,2014
FIE00142366,1971,2005
FIE00142385,1972,2024
FIE00142390,1959,2014
FIE00142400,1986,2024
FIE00142406,1963,2013
FIE00142411,1959,2024
FIE00142416,1959,2014
FIE00142421,1959,2007
FIE00142426,1959,2014
FIE00142476,1975,1993
FIE00142486,1984,2024
FIE00142495,1959,2024
FIE00142506,1980,2024
FIE00142511,1950,2024
FIE00142521,1959,1997
FIE00142526,1959,2014
FIE00142631,1959,2024
FIE00142641,1959,2014
FIE00142646,1959,1975
FIE00142706,1979,2024
FIE00142731,1999,2014
FIE00142736,1997,2024
FIE00142746,1959,2014
FIE00142751,1959,2024
FIE00142756,1959,2014
FIE00142766,1964,1990
FIE00142771,1959,2006
FIE00142846,1971,2024
FIE00142851,1959,2024
FIE00142861,1961,2019
FIE00142866,1960,2007
FIE00142871,1963,2024
FIE00142881,1967,2014
FIE00142916,1963,2014
FIE00142921,1959,2014
FIE00142995,1961,2014
FIE00143005,1993,2006
FIE00143011,1959,2014
FIE00143015,1967,2024
FIE00143020,1967,2014
FIE00143035,1959,2020
FIE00143041,1959,2024
FIE00143046,1959,2007
FIE00143051,1959,1997
FIE00143056,1959,2024
FIE00143061,1959,1990
FIE00143066,1959,2024
FIE00143211,1977,2024
FIE00143231,1959,2024
FIE00143236,1964,1997
FIE00143265,1991,2011
FIE00143270,1993,2024
FIE00143276,1975,2024
FIE00143295,2009,2024
FIE00143301,1959,2014
FIE00143305,1993,2015
FIE00143311,1959,2014
FIE00143316,1959,2024
FIE00143346,1960,2014
FIE00143361,1993,2007
FIE00143365,1959,2024
FIE00143370,1974,2024
FIE00143381,1959,2024
FIE00143386,1959,1993
FIE00143391,1966,2024
FIE00143471,1993,2024
FIE00143486,1959,2007
FIE00143491,1959,1993
FIE00143570,1993,2024
FIE00143575,1993,2024
FIE00143586,1964,2024
FIE00143591,1966,1987
FIE00143596,1959,2024
FIE00143691,1964,2024
FIE00143702,1959,1981
FIE00143797,1954,2015
FIE00143802,1959,1999
FIE00143806,1991,2024
FIE00143812,1991,2008
FIE00143816,1998,2011
FIE00143822,1959,2024
FIE00143927,1972,2006
FIE00143952,1959,2024
FIE00143962,1959,2014
FIE00144017,1974,1993
FIE00144041,1993,2024
FIE00144051,2000,2016
FIE00144057,1959,2024
FIE00144062,1970,2013
FIE00144102,1974,2024
FIE00144116,1991,2010
FIE00144121,1970,2013
FIE00144126,1992,2024
FIE00144132,1959,2024
FIE00144197,1964,1988
FIE00144202,1959,2024
FIE00144212,1950,2024
FIE00144222,1959,2024
FIE00144227,1959,2014
FIE00144287,1974,2014
FIE00144296,1978,2024
FIE00144302,1959,2014
FIE00144306,1997,2024
FIE00144322,1959,2024
FIE00144402,1975,1993
FIE00144407,1959,2024
FIE00144412,1959,1984
FIE00144477,1959,2014
FIE00144482,1959,2024
FIE00144492,1959,2008
FIE00144522,2000,2024
FIE00144537,1972,2000
FIE00144542,1996,2024
FIE00144552,2008,2024
FIE00144557,1970,2024
FIE00144637,1959,2024
FIE00144687,1975,2008
FIE00144702,1959,2024
FIE00144707,1959,1998
FIE00144712,1959,2024
FIE00144751,1991,2024
FIE00144777,1959,2014
FIE00144782,2005,2024
FIE00144792,1959,1979
FIE00144862,1980,2024
FIE00144877,1955,2024
FIE00144882,1962,2024
FIE00144951,1991,2024
FIE00144957,1991,2024
FIE00144961,1983,2013
FIE00144972,1959,2014
FIE00144977,1959,2014
FIE00144982,1960,2024
FIE00145007,1989,2014
FIE00145022,1977,1989
FIE00145042,1989,2024
FIE00145052,1960,2024
FIE00145057,1964,2014
FIE00145087,1959,2014
FIE00145091,1989,2024
FIE00145102,1961,2024
FIE00145107,1959,2014
FIE00145147,1978,1991
FIE00145151,1959,2024
FIE00145157,1991,2024
FIE00145167,1965,2000
FIE00145212,1970,2008
FIE00145221,1993,2024
FIE00145227,2000,2024
FIE00145237,1959,1986
FIE00145242,1959,2024
FIE00145291,1993,2015
FIE00145301,1959,2014
FIE00145362,1971,2002
FIE00145377,1952,2024
FIE00145382,1959,2024
FIE00145436,1886,2014
FIE00145452,1971,2024
FIE00145502,1993,2024
FIE00145517,1959,2007
FIE00145562,2004,2024
FIE00145571,1997,2024
FIE00145606,1981,2024
FIE00145616,1993,2024
FIE00145622,1959,2024
FIE00145627,1959,2024
FIE00145632,1959,2008
FIE00145637,1959,2014
FIE00145656,1993,2005
FIE00145661,1959,2024
FIE00145672,1776,2024
FIE00145677,1959,2024
FIE00145702,1959,2024
FIE00145712,1959,2014
FIE00145747,1971,1987
FIE00145787,2000,2024
FIE00145802,1992,2009
FIE00145812,2009,2024
FIE00145817,1959,2013
FIE00145847,1959,2009
FIE00145852,1959,2024
FIE00145881,1984,2024
FIE00145897,1984,2014
FIE00145912,1966,1978
FIE00145947,1963,2014
FIE00145997,1963,2024
FIE00146027,1959,2014
FIE00146057,1959,2024
FIE00146062,1959,2024
FIE00146067,1966,2024
FIE00146111,1993,2024
FIE00146137,1966,1993
FIE00146157,1966,1993
FIE00146162,1964,2024
FIE00146187,1971,2024
FIE00146192,1973,1999
FIE00146212,1961,1981
FIE00146241,1959,2024
FIE00146258,1959,2024
FIE00146263,1971,1998
FIE00146308,1959,1990
FIE00146328,1959,2007
FIE00146333,2006,2024
FIE00146338,1961,2014
FIE00146343,1964,2024
FIE00146372,1995,2024
FIE00146378,1967,2024
FIE00146403,1991,2014
FIE00146408,1974,1990
FIE00146413,1992,2024
FIE00146423,1959,2024
FIE00146442,1999,2024
FIE00146453,1959,2002
FIE00146458,1974,2008
FIE00146462,1995,2016
FIE00146467,1996,2024
FIE00146472,1996,2024
FIE00146482,2002,2024
FIE00146487,1999,2024
FIE00146493,2002,2024
FIE00146498,1999,2024
FIE00146508,1972,2024
FIE00146538,1959,2024
FIE00146543,1959,2024
FIE00146548,1960,2014
FIE00146563,1960,2024
FIE00146567,1995,2024
FIE00146582,2003,2024
FIE00146598,1974,2024
FIE00146622,1991,2024
FIE00146633,1978,2024
FIE00146638,1972,2014
FIE00146643,1961,1974
FIE00146663,2008,2024
FIE00146688,1959,2024
FIE00146693,1959,2014
FIE00146698,1962,2024
FIE00146703,1970,2024
FIE00146727,1991,2024
FIE00146737,1970,2014
FIE00146753,1959,2024
FIE00146757,1991,2024
FIE00146762,2010,2024
FIE00146768,1959,2014
FIE00146773,1971,2014
FIE00146778,1971,2009
FIE00146783,1960,2024
FIE00146787,1993,2011
FIE00146798,1971,2024
FIM00002801,1959,2024
FIM00002924,1975,2013
FIM00002947,1981,2013
FIXLT140768,1987,2013
FIXLT325413,1951,2004
FIXLT662086,1800,1824
FIXLT803516,1817,1836
FJ000091650,1933,2024
FJ000091652,1951,2024
FJ000091680,1942,2024
FJM00091659,1955,2010
FJM00091660,1951,2013
FJM00091670,1980,2013
FJM00091676,1985,2013
FJM00091683,1973,2024
FJM00091691,1973,2013
FJM00091697,1973,2013
FJM00091699,1943,2024
FJXLT322779,1921,1981
FJXLT406924,1928,1939
FJXLT443878,1942,2013
FJXLT792970,1883,1955
FKM00088889,1985,2024
FKXLT559630,1895,1947
FKXLT736807,1922,1982
FMC00914185,1954,1989
FMC00914325,1968,2024
FMC00914395,1954,2024
FMC00914419,1987,2005
FMC00914446,1991,2012
FMC00914482,1967,2003
FMC00914720,1997,2024
FMC00914761,1986,2005
FMC00914843,1990,2024
FMC00914892,1961,2004
FMC00914898,1990,2012
FMC00914911,1968,2004
FMW00040306,1921,1991
FMW00040308,1941,2024
FMW00040502,1926,1990
FMW00040504,1949,2024
FMW00040505,1946,2024
FMXLT066803,1954,1970
FMXLT217253,1941,2015
FOM00006009,1974,2013
FP000091925,1959,2024
FP000091929,1951,2024
FP000091938,1935,2024
FP000091943,1952,2024
FP000091948,1973,2024
FP000091954,1966,2024
FP000091958,1951,2024
FPM00091944,1969,2013
FPM00091945,1966,2016
FPXLT064979,1951,1997
FPXLT083605,1971,1997
FPXLT234174,1939,1994
FPXLT266881,1966,1986
FPXLT277484,1951,1960
FPXLT359818,1892,1990
FPXLT554530,1961,2004
FPXLT720313,1955,1981
FPXLT789309,1959,2013
FPXLT868949,1959,1991
FPXLT926320,1972,1986
FR000007103,1982,2013
FR000007121,1973,1997
FR000007130,1925,2024
FR000007150,1900,2015
FR000007190,1801,2024
FR000007255,1851,2024
FR000007354,1901,2014
FR000007510,1906,2024
FR000007560,1935,2024
FR000007630,1784,2024
FR000007650,1921,2024
FR000007747,1836,2024
FR009022000,1955,1967
FR013055001,1838,2013
