ID,first_year,last_year
RSM00034247,1959,2023
RSM00034262,1960,2024
RSM00034267,1969,2024
RSM00034289,1959,2019
RSM00034321,1936,2024
RSM00034336,1950,2024
RSM00034344,1961,2024
RSM00034356,1936,2021
RSM00034357,1949,2024
RSM00034363,1957,2021
RSM00034373,1969,2024
RSM00034391,1929,2024
RSM00034432,1941,2019
RSM00034445,1969,2024
RSM00034476,1914,2021
RSM00034535,1969,2024
RSM00034545,1950,2024
RSM00034555,1969,2024
RSM00034560,1951,2013
RSM00034579,1936,2024
RSM00034646,1952,2019
RSM00034655,1936,2024
RSM00034662,1979,2024
RSM00034720,1905,2024
RSM00034730,1886,2019
RSM00034740,1939,2024
RSM00034747,1936,2006
RSM00034759,1951,2022
RSM00034772,1980,2013
RSM00034824,1914,2021
RSM00034838,1957,2024
RSM00034845,1979,2020
RSM00034858,1969,2024
RSM00034861,1927,2024
RSM00034866,1928,2024
RSM00034880,1837,2024
RSM00034927,1896,2017
RSM00034936,1969,2024
RSM00034949,1854,2024
RSM00034954,1937,2024
RSM00034984,1959,2013
RSM00035007,1936,2022
RSM00035011,1959,2024
RSM00035026,1936,2024
RSM00035037,1969,2024
RSM00035041,1936,2019
RSM00035121,1886,2024
RSM00035127,1959,2024
RSM00035133,1936,1988
RSM00035233,1959,2019
RSM00036020,1949,2018
RSM00036021,1981,2013
RSM00036022,1959,2024
RSM00036034,1936,2024
RSM00036038,1901,2024
RSM00036045,1955,2019
RSM00036058,1969,2024
RSM00036061,1950,2024
RSM00036064,1931,2024
RSM00036096,1943,2024
RSM00036103,1945,2019
RSM00036104,1975,2013
RSM00036229,1936,2024
RSM00036231,1961,1994
RSM00036259,1934,2024
RSM00036278,1962,2019
RSM00036307,1949,2024
RSM00036442,1939,2019
RSM00037000,1881,1987
RSM00037001,1959,2024
RSM00037004,1969,2015
RSM00037018,1903,2019
RSM00037021,1975,2021
RSM00037031,1932,2022
RSM00037036,1949,2024
RSM00037050,1891,1997
RSM00037054,1938,2024
RSM00037061,1924,2024
RSM00037075,1955,2010
RSM00037085,1969,2024
RSM00037089,1959,2019
RSM00037099,1874,2019
RSM00037107,1936,2024
RSM00037123,1900,2019
RSM00037126,1959,2024
RSM00037145,1950,2022
RSM00037171,1959,2024
RSM00037212,1950,2024
RSM00037228,1881,2024
RSM00037235,1901,2019
RSM00037244,1936,2019
RSM00037461,1930,2019
RSM00037470,1936,2024
RSM00037471,1936,2019
RSM00037472,1882,2024
RSM00037663,1910,2024
RSXLT052592,1952,1989
RSXLT084691,1838,1855
RSXLT110838,1954,1991
RSXLT181644,1779,2013
RSXLT229378,1837,1853
RSXLT278822,1890,1950
RSXLT306544,1944,2013
RSXLT353655,1942,1999
RSXLT396455,1842,1875
RSXLT413954,1942,1995
RSXLT425287,2004,2015
RSXLT434150,1908,1950
RSXLT437938,1953,1987
RSXLT438093,1953,1999
RSXLT474020,1938,1968
RSXLT510384,1953,1987
RSXLT584795,1987,2015
RSXLT618521,1939,1987
RSXLT637512,1949,1999
RSXLT643936,1941,1992
RSXLT672274,1832,2004
RSXLT676609,1953,1987
RSXLT697990,1987,2015
RSXLT713740,1936,1989
RSXLT738182,1844,1875
RSXLT740860,1951,1963
RSXLT747094,1839,1865
RSXLT768601,1831,2004
RSXLT786743,1838,1880
RSXLT850030,1941,1999
RSXLT854187,1947,1997
RSXLT860513,1932,1995
RSXLT884076,1891,2013
RSXLT886728,1954,1999
RSXLT887675,1973,2013
RSXLT896839,1953,1997
RSXLT973997,1940,1999
RWM00064387,1971,2024
RWXLT695311,1951,1971
SA000040361,1978,2024
SA000040430,1956,2024
SA000040438,1941,2021
SA000041024,1978,2024
SA000403940,1961,2024
SAM00040356,1974,2024
SAM00040357,1973,2024
SAM00040360,1985,2024
SAM00040362,1973,2024
SAM00040373,1974,2024
SAM00040375,1964,2024
SAM00040377,1990,2017
SAM00040400,1966,2024
SAM00040401,2010,2024
SAM00040405,1967,2024
SAM00040410,1993,2010
SAM00040417,1999,2024
SAM00040420,1982,2024
SAM00040435,1988,2024
SAM00040437,1984,2024
SAM00040439,1967,2024
SAM00041030,1983,2018
SAM00041036,1961,2024
SAM00041055,1983,2024
SAM00041061,1990,2024
SAM00041084,1974,2024
SAM00041112,1981,2024
SAM00041114,1983,2024
SAM00041128,1981,2024
SAM00041136,1983,2024
SAM00041140,1983,2024
SAW00032502,1946,2024
SAXLT026109,1951,1982
SAXLT047372,1981,2013
SAXLT446696,1963,2015
SAXLT505660,1984,2013
SAXLT724072,1983,2013
SAXLT791690,1967,2013
SAXLT948905,1983,2013
SBM00071805,1952,2024
SCM00078858,1971,1990
SCXLT564035,1917,1962
SE000063980,1957,2024
SEXLT529589,1894,2015
SF000068296,1960,2024
SF000068370,1940,2001
SF000068438,1897,2024
SF000068496,1959,2007
SF000068712,1959,2024
SF000068858,1941,2024
SF000068920,1959,2024
SF000068994,1948,2024
SF000104560,1983,2024
SF000175820,1959,2001
SF000227590,1988,2024
SF000236780,1986,2024
SF000288380,1976,2024
SF000347620,1993,2024
SF000414170,1998,2024
SF000440500,1977,1994
SF000456110,1995,2024
SF000508870,1981,2024
SF000570480,1992,2024
SF000742960,1960,1989
SF000761330,1960,1997
SF000782270,1993,2024
SF000798110,1976,2024
SF000921410,1936,1993
SF000960450,1959,1992
SF000981900,2006,2024
SF001130250,1940,2024
SF001236540,1940,1991
SF001290070,1960,2024
SF001344780,1941,2024
SF001447910,1998,2024
SF001485170,1990,2024
SF001506200,1998,2024
SF001700090,1940,2015
SF001753710,2007,2024
SF001827940,1960,1991
SF002146700,1987,2024
SF002394820,1959,2024
SF002613650,1943,2024
SF002760720,1998,2024
SF002966820,1998,2024
SF003044460,1998,2023
SF003174470,1940,2024
SF003211100,1987,2024
SF003336820,1998,2024
SF003605120,1998,2024
SF003724960,1998,2024
SF004348880,2012,2024
SF004371040,1940,2024
SF004722810,1960,2024
SF006338810,1961,2002
SF006778340,1932,2004
SFM00068174,1976,2024
SFM00068242,1951,2024
SFM00068262,1949,2016
SFM00068263,1975,2024
SFM00068368,1940,2020
SFM00068461,1980,2024
SFM00068538,1993,2024
SFM00068588,1885,2024
SFM00068591,1998,2024
SFM00068592,2010,2024
SFM00068816,1951,2024
SFM00068842,1885,2024
SFXLT003707,1960,1993
SFXLT005219,1960,2002
SFXLT029298,1960,2002
SFXLT030468,1960,1981
SFXLT041699,1982,2002
SFXLT041863,1982,1994
SFXLT052161,1960,2002
SFXLT060600,1960,2002
SFXLT061797,1960,1975
SFXLT063317,1965,2002
SFXLT065916,1965,2001
SFXLT073315,1985,2002
SFXLT094533,1985,1999
SFXLT096729,1960,2001
SFXLT100918,1960,2002
SFXLT113187,1960,2002
SFXLT117925,1960,2002
SFXLT119064,1960,1985
SFXLT121013,1964,2002
SFXLT128486,1960,2002
SFXLT136556,1986,1999
SFXLT138187,1970,1992
SFXLT152076,1960,2002
SFXLT153770,1960,2002
SFXLT165087,1960,1975
SFXLT169686,1961,2002
SFXLT170628,1960,2002
SFXLT171598,1966,1981
SFXLT176801,1985,2000
SFXLT183011,1960,1987
SFXLT187178,1988,2002
SFXLT191453,1960,1973
SFXLT209498,1990,2002
SFXLT215020,1961,2002
SFXLT220486,1900,1986
SFXLT220636,1960,1991
SFXLT221987,1960,2002
SFXLT224529,1982,1994
SFXLT227255,1963,1988
SFXLT234262,1960,1970
SFXLT235650,1986,2002
SFXLT244260,1951,2013
SFXLT244905,1960,2002
SFXLT247904,1960,1974
SFXLT252576,1960,1984
SFXLT255883,1982,1996
SFXLT255892,1960,1994
SFXLT259003,1975,1987
SFXLT271098,1960,2001
SFXLT278576,1983,2002
SFXLT285328,1960,1992
SFXLT289156,1941,1991
SFXLT290222,1983,2002
SFXLT295513,1988,2002
SFXLT301235,1984,2000
SFXLT301494,1960,2002
SFXLT309287,1960,2002
SFXLT314399,1960,2002
SFXLT321141,1989,2002
SFXLT325566,1960,2002
SFXLT332150,1960,2002
SFXLT338996,1960,2002
SFXLT339711,1981,1993
SFXLT353997,1984,2002
SFXLT358482,1978,2002
SFXLT362648,1960,2002
SFXLT369744,1960,2002
SFXLT370683,1960,1987
SFXLT371792,1960,1983
SFXLT374194,1960,2002
SFXLT399580,1987,2002
SFXLT405225,1960,1991
SFXLT408286,1857,1992
SFXLT429217,1960,2002
SFXLT431768,1960,1976
SFXLT431924,1960,1992
SFXLT451371,1961,1982
SFXLT457325,1981,1999
SFXLT457875,1960,1983
SFXLT464423,1978,1996
SFXLT466851,1960,2002
SFXLT472071,1978,2002
SFXLT476842,1881,1973
SFXLT476918,1960,2002
SFXLT481920,1960,2002
SFXLT491091,1960,1993
SFXLT503818,1990,2002
SFXLT504644,1973,1993
SFXLT514926,1960,2002
SFXLT527390,1960,1997
SFXLT543900,1960,1999
SFXLT550927,1960,2002
SFXLT560220,1960,2002
SFXLT571890,1981,2002
SFXLT578880,1960,2000
SFXLT590421,1960,1974
SFXLT591012,1944,2013
SFXLT604257,1973,1988
SFXLT610930,1970,2002
SFXLT612168,1984,2002
SFXLT624673,1960,1975
SFXLT626761,1974,1992
SFXLT626858,1986,2002
SFXLT632897,1984,2002
SFXLT633839,1961,2001
SFXLT644172,1977,1993
SFXLT647973,1960,2001
SFXLT652947,1975,2002
SFXLT658717,1857,2002
SFXLT669300,1960,2002
SFXLT682091,1960,2002
SFXLT684696,1960,2002
SFXLT687741,1986,2002
SFXLT689885,1984,2002
SFXLT693250,1960,1991
SFXLT695565,1960,2000
SFXLT697905,1961,1976
SFXLT698205,1960,2002
SFXLT704271,1960,2002
SFXLT704433,1960,2002
SFXLT714149,1964,2002
SFXLT721701,1960,2002
SFXLT727437,1960,1975
SFXLT737677,1964,2002
SFXLT749174,1969,1985
SFXLT753442,1966,2001
SFXLT758532,1971,1994
SFXLT775413,1977,1994
SFXLT779709,1940,2002
SFXLT781146,1965,2002
SFXLT791121,1962,1981
SFXLT799779,1905,1991
SFXLT804934,1960,2001
SFXLT810327,1960,1994
SFXLT816802,1962,1973
SFXLT818365,1984,2002
SFXLT819181,1975,2002
SFXLT820164,1991,2002
SFXLT821947,1985,2002
SFXLT824528,1975,2002
SFXLT826711,1960,2002
SFXLT833903,1985,2002
SFXLT844379,1973,2002
SFXLT846429,1960,2002
SFXLT851318,1976,2002
SFXLT858294,1960,1984
SFXLT860432,1961,2001
SFXLT862933,1960,1992
SFXLT869188,1960,2002
SFXLT870436,1960,2002
SFXLT873054,1960,2002
SFXLT883668,1988,2001
SFXLT887957,1960,2002
SFXLT894410,1981,1996
SFXLT910381,1965,1975
SFXLT911070,1986,2002
SFXLT913498,1960,1996
SFXLT914846,1983,2002
SFXLT917556,1984,2002
SFXLT918295,1960,2001
SFXLT920281,1969,1991
SFXLT925601,1960,1972
SFXLT940061,1960,2002
SFXLT944380,1960,1978
SFXLT951542,1988,2002
SFXLT953126,1968,2002
SFXLT954455,1960,1991
SFXLT978339,1984,2001
SFXLT978592,1985,2002
SFXLT982424,1960,2002
SG000001627,1934,2024
SG00000O067,1942,1983
SG00000O077,1897,1983
SG000061612,1857,2024
SG000061641,1898,2024
SG000061687,1941,2024
SGM00061600,1862,2024
SGM00061630,1968,2024
SGM00061666,1951,2024
SGM00061679,1968,2024
SGM00061695,1968,2024
SGM00061697,1987,2024
SGM00061698,1951,2024
SGM00061699,1968,2024
SGXLT442494,1951,2015
SHM00061901,1892,2024
SHM00061902,1957,2024
SHM00068906,1956,2024
SHXLT316606,1923,1976
SHXLT578874,1942,1987
SIE00003300,1961,2013
SIE00003306,1992,2011
SIE00003307,1961,2013
SIE00003308,1983,2013
SIE00003309,1971,2012
SIE00003310,1961,2013
SIE00003314,1961,2013
SIE00003315,1962,2011
SIE00003318,2003,2013
SIE00003320,1961,2013
SIE00003321,1961,2013
SIE00003324,1961,2013
SIE00105938,1955,2024
SIE00114856,1989,2023
SIE00114956,1872,2023
SIE00114966,1979,2018
SIE00115006,1990,2023
SIE00115016,1961,2023
SIE00115066,1961,2023
SIE00115076,1962,2023
SIE00115096,1978,2018
SIE00115106,1992,2023
SIE00115126,1973,2023
SIE00115136,1961,2023
SIE00115146,1964,2023
SIE00115156,1961,2023
SIE00115166,1987,2023
SIE00115176,2009,2023
SIE00115186,1985,2023
SIE00115196,1961,2023
SIE00115206,1961,2023
SIM00014015,1851,2024
SIXLT151140,1952,2013
SIXLT800891,1981,1990
SL000061856,1849,2024
SLM00061866,1951,1997
SLM00061886,1955,1997
SLM00061891,1951,1990
SLXLT155404,1913,1959
SLXLT353111,1874,1982
SLXLT733548,1913,1997
SLXLT942274,1978,1994
SNM00048698,1965,2024
SNXLT435183,1869,1929
SNXLT535234,1955,1975
SNXLT983389,1825,1984
SOM00063210,1934,1970
SOM00063225,1954,1978
SOM00063230,1936,1970
SOM00063270,1933,1960
SOXLT216306,1903,1950
SOXLT218090,1922,1970
SOXLT224873,1908,1950
SOXLT279418,1933,1960
SOXLT434610,1923,1958
SOXLT513445,1922,1958
SOXLT562879,1921,1960
SOXLT608429,1910,1958
SOXLT681443,1921,1950
SOXLT741022,1925,1958
SOXLT777347,1922,1958
SOXLT943589,1926,1970
SOXLT998154,1915,1939
SP000003195,1840,2024
SP000004452,1864,2024
SP000006155,1894,2024
SP000007038,1927,2024
SP000008027,1878,2024
SP000008181,1924,2024
SP000008202,1894,2024
SP000008215,1941,2024
SP000008280,1894,2024
SP000008410,1959,2024
SP000008416,1935,2024
SP000009434,1887,2024
SP000009981,1905,2024
SP000060010,1916,2024
SP000060040,1960,2024
SP000060338,1899,2024
SPE00001390,1958,2000
SPE00001391,1958,2000
SPE00001403,1941,2000
SPE00001407,1958,1996
SPE00001408,1958,2000
SPE00101035,1967,2024
SPE00101043,1938,2024
SPE00119711,1882,2024
SPE00119720,1971,2024
SPE00119729,1944,2024
SPE00119738,1945,2014
SPE00119747,1946,2024
SPE00119756,1983,2024
SPE00119774,1951,2014
SPE00119783,1961,2024
SPE00119792,1968,2024
SPE00119801,1938,2014
SPE00119819,1938,2024
SPE00119828,1972,2024
SPE00119837,1957,2024
SPE00119846,1956,2012
SPE00119855,1965,2024
SPE00119864,1949,2024
SPE00119873,1972,2014
SPE00119882,1866,2024
SPE00119891,1885,2014
SPE00119909,1866,2024
SPE00119918,1973,2024
SPE00119927,1920,2014
SPE00119936,1850,2024
SPE00119945,1952,2024
SPE00119954,1958,2024
SPE00119963,1945,2024
SPE00119972,1924,2014
SPE00119981,1929,2024
SPE00119990,1954,2024
SPE00119999,1937,2024
SPE00120008,1920,2012
SPE00120017,1961,2024
SPE00120026,1935,1986
SPE00120035,1894,2024
SPE00120044,1894,2014
SPE00120062,1961,2024
SPE00120071,1920,1964
SPE00120080,1973,2024
SPE00120089,1972,2024
SPE00120098,1866,2014
SPE00120107,1982,2024
SPE00120116,1961,1985
SPE00120125,1949,2024
SPE00120134,1955,2024
SPE00120143,1903,2024
SPE00120152,1903,2024
SPE00120161,1943,2024
SPE00120170,1983,2024
SPE00120179,1920,1983
SPE00120188,1948,2024
SPE00120197,1952,2024
SPE00120215,1879,2024
SPE00120224,1938,2024
SPE00120233,1951,2024
SPE00120242,1967,2024
SPE00120251,1959,2014
SPE00120260,1973,2024
SPE00120269,1978,2024
SPE00120278,1945,2024
SPE00120287,1854,2024
SPE00120296,1951,2024
SPE00120305,1957,2024
SPE00120323,1863,2024
SPE00120332,1863,2024
SPE00120341,1945,2024
SPE00120350,1880,2024
SPE00120359,1880,2024
SPE00120368,1961,2024
SPE00120377,1961,2012
SPE00120386,1959,1990
SPE00120395,1982,2024
SPE00120404,1945,1985
SPE00120413,1961,2024
SPE00120422,1970,2024
SPE00120431,1973,2024
SPE00120449,1966,2024
SPE00120458,1921,2024
SPE00120467,1885,2024
SPE00120476,1980,2024
SPE00120485,1931,2024
SPE00120494,1931,2012
SPE00120503,1955,2024
SPE00120512,1893,2024
SPE00120521,1894,2024
SPE00120530,1952,2024
SPE00120539,1973,2024
SPE00120548,1961,1985
SPE00120557,1982,2024
SPE00120566,1974,2024
SPE00120575,1920,1982
SPE00120584,1966,2024
SPE00120593,1866,2024
SPE00120602,1938,2024
SPE00120611,1947,2024
SPE00120620,1931,2024
SPE00120629,1920,2024
SPM00008284,1863,2024
SPM00008301,1866,2013
SPM00008359,1894,2024
SPM00008360,1973,2024
SPM00008420,1973,2024
SPW00013024,1958,2024
SPW00013025,1958,2024
SPW00014010,1887,2024
SPW00014011,1957,2024
SPXLT033010,1849,2004
SPXLT048849,1866,2013
SPXLT059938,1951,1991
SPXLT246717,1951,1991
SPXLT292679,1890,2013
SPXLT427612,1850,1885
SPXLT573095,1851,1948
SPXLT690152,1835,1985
SPXLT723976,1992,2015
SU000062600,1903,2023
SU000062640,1949,2023
SU000062641,1906,2023
SU000062650,1961,2023
SU000062721,1901,2023
SU000062730,1906,2023
SU000062752,1950,2023
SU000062760,1918,2023
SU000062762,1961,2023
SU000062770,1943,2022
SU000062771,1905,2023
SU000062781,1951,2023
SU000062790,1950,2023
SU000062840,1915,2012
SU000062880,1906,2010
SU000062941,1950,2012
SUM00062660,1949,2023
SUM00062671,1951,1980
SUM00062680,1949,2023
SUM00062700,1951,1990
SUM00062722,1961,1996
SUM00062733,1971,2022
SUM00062750,1950,2023
SUM00062751,1902,2023
SUM00062772,1943,2023
SUM00062795,1961,2023
SUM00062801,1981,2011
SUM00062803,1996,2023
SUM00062805,1963,2023
SUM00062809,1996,2022
SUM00062810,1950,2023
SUXLT024179,1951,1980
SUXLT058073,1941,2015
SUXLT093326,1942,2004
SUXLT141477,1905,1947
SUXLT159601,1906,1943
SUXLT201794,1902,1938
SUXLT324006,1951,2015
SUXLT359565,1951,1979
SUXLT364931,1922,1940
SUXLT779539,1914,1943
SUXLT899519,1953,2013
SV000001008,1975,2024
SV000020026,1959,1995
SV000020107,1932,2024
SW000002120,1917,2013
SW000002127,1891,2004
SW000002196,1860,2014
SW000002288,1924,2008
SW000002361,1859,2024
SW000002410,1916,2016
SW000002512,1944,2024
SW000002550,1951,2024
SW000002590,1882,2024
SW000008525,1882,2024
SW000010537,1860,2024
SW000021280,1949,2014
SW000024180,1900,2024
SWE00000463,1753,2011
SWE00001414,1961,2014
SWE00003512,1969,2014
SWE00003515,1961,2014
SWE00003531,1965,2014
SWE00003535,1961,2014
SWE00005266,1968,1997
SWE00005384,1961,2014
SWE00005413,1965,1997
SWE00005583,1965,1997
SWE00005603,1961,2011
SWE00005683,1982,1997
SWE00005756,1961,2005
SWE00005784,1969,2014
SWE00100003,1891,2006
SWE00100026,1882,2024
SWE00101863,1951,2013
SWE00115881,1961,2014
SWE00115916,1949,2014
SWE00115961,1955,2024
SWE00115981,1963,2014
SWE00116001,1961,2008
SWE00116061,1961,2014
SWE00135151,1965,2015
SWE00135169,1964,1999
SWE00135229,1961,2015
SWE00135292,1996,2015
SWE00135337,1961,2015
SWE00135352,1944,2024
SWE00135379,1996,2014
SWE00135394,1969,2015
SWE00135406,1891,2014
SWE00135529,1965,1984
SWE00135538,1972,2015
SWE00135556,1961,2014
SWE00135709,1996,2015
SWE00135736,1996,2015
SWE00135874,1961,2014
SWE00135889,1977,2008
SWE00135892,1984,2015
SWE00135907,1996,2015
SWE00135970,1930,1965
SWE00136051,1976,2010
SWE00136087,1967,2005
SWE00136150,1957,2014
SWE00136327,1996,2015
SWE00136405,1961,2014
SWE00136441,1996,2015
SWE00136507,1996,2015
SWE00136600,1969,2015
SWE00136612,1985,2024
SWE00136648,1996,2015
SWE00136663,1965,2015
SWE00136708,1996,2015
SWE00136720,1996,2015
SWE00136744,1986,2024
SWE00136813,1945,1967
SWE00136819,1996,2015
SWE00136828,1965,2015
SWE00136831,1964,1993
SWE00136969,1996,2015
SWE00137020,1996,2015
SWE00137023,1945,1979
SWE00137059,1998,2015
SWE00137083,1995,2024
SWE00137131,1982,1995
SWE00137188,1961,2015
SWE00137203,1965,2024
SWE00137290,1968,2015
SWE00137293,2000,2014
SWE00137296,1996,2015
SWE00137338,1961,2014
SWE00137425,1963,2013
SWE00137440,1996,2015
SWE00137470,1923,2014
SWE00137488,1952,1988
SWE00137494,1952,2024
SWE00137498,1966,1995
SWE00137500,1945,2009
SWE00137502,1951,1983
SWE00137510,1969,2024
SWE00137512,1945,2021
SWE00137514,1945,2014
SWE00137522,1972,2024
SWE00137524,1957,2014
SWE00137534,1963,2024
SWE00137536,1926,2014
SWE00137542,1917,2014
SWE00137548,1945,1985
SWE00137554,1945,2014
SWE00137562,1972,1982
SWE00137572,1951,1970
SWE00137580,1945,1974
SWE00137588,1995,2024
SWE00137596,1957,1989
SWE00137598,1961,1987
SWE00137604,1945,1989
SWE00137608,1962,2013
SWE00137612,1952,2024
SWE00137620,1882,2024
SWE00137628,1952,2024
SWE00137636,1986,2024
SWE00137642,1961,2014
SWE00137644,1945,2014
SWE00137656,1951,2001
SWE00137674,1945,1974
SWE00137686,1882,2024
SWE00137692,1952,2024
SWE00137708,1945,1978
SWE00137710,1961,2014
SWE00137718,1998,2024
SWE00137724,1949,2024
SWE00137732,1945,2024
SWE00137736,1952,1998
SWE00137750,1953,2024
SWE00137774,1952,2024
SWE00137782,1972,2022
SWE00137784,1962,2005
SWE00137798,1961,1970
SWE00137800,1945,2021
SWE00137802,2007,2024
SWE00137804,1945,1989
SWE00137808,1945,2002
SWE00137812,1951,1979
SWE00137820,1945,2011
SWE00137826,1951,1976
SWE00137836,1882,2020
SWE00137838,1859,2005
SWE00137840,1951,2014
SWE00137844,1945,2024
SWE00137852,1945,1986
SWE00137858,1945,1996
SWE00137862,1945,2006
SWE00137868,1945,2011
SWE00137876,1919,2014
SWE00137882,1977,2011
SWE00137890,1987,2024
SWE00137894,1952,1999
SWE00137904,1969,2003
SWE00137910,1924,2024
SWE00137916,1969,1998
SWE00137918,1964,2003
SWE00137922,2008,2024
SWE00137928,1966,2008
SWE00137936,1945,2004
SWE00137966,1951,1987
SWE00137974,1952,2024
SWE00137978,1963,2024
SWE00137984,1969,2024
SWE00137988,1945,1999
SWE00137990,1969,1999
SWE00138004,1945,2014
SWE00138008,1962,2012
SWE00138012,1945,2011
SWE00138016,2008,2024
SWE00138020,1945,2024
SWE00138028,1961,2024
SWE00138030,1965,2014
SWE00138034,1951,2024
SWE00138036,1961,1989
SWE00138058,1924,2024
SWE00138070,1970,2024
SWE00138074,1947,2014
SWE00138078,1973,1996
SWE00138080,1951,1979
SWE00138082,1962,2011
SWE00138084,1959,1988
SWE00138086,1951,1972
SWE00138088,1968,2014
SWE00138102,1977,2024
SWE00138108,1961,2014
SWE00138116,1961,1977
SWE00138118,1945,1977
SWE00138122,1961,2024
SWE00138124,1972,2011
SWE00138144,1961,2014
SWE00138146,1945,2014
SWE00138162,1948,1987
SWE00138166,1952,2024
SWE00138170,1961,2014
SWE00138172,1945,1995
SWE00138180,1945,1986
SWE00138184,1977,2024
SWE00138186,1945,1989
SWE00138194,1902,2014
SWE00138202,1967,2024
SWE00138204,1951,2006
SWE00138206,1950,2014
SWE00138212,1859,2014
SWE00138214,1959,1978
SWE00138216,1945,2024
SWE00138226,1884,2024
SWE00138228,1892,2024
SWE00138236,1995,2024
SWE00138238,1947,1977
SWE00138258,1945,2024
SWE00138262,1945,1973
SWE00138274,1961,2009
SWE00138278,1996,2024
SWE00138280,1945,2000
SWE00138286,1951,2009
SWE00138302,1961,2024
SWE00138306,1977,2001
SWE00138324,1951,2003
SWE00138332,1956,2011
SWE00138338,1951,2024
SWE00138342,1961,1973
SWE00138344,1967,2008
SWE00138346,1962,2014
SWE00138350,1961,2024
SWE00138358,1959,2004
SWE00138362,1995,2024
SWE00138364,1952,2014
SWE00138366,1965,2024
SWE00138384,1951,1992
SWE00138386,1962,2024
SWE00138394,1961,1975
SWE00138404,1980,1996
SWE00138406,1961,2004
SWE00138422,1945,1984
SWE00138430,1971,1995
SWE00138434,1945,2010
SWE00138438,1961,2010
SWE00138446,1970,2024
SWE00138450,1953,1981
SWE00138454,1962,1996
SWE00138458,1945,2014
SWE00138462,1961,1983
SWE00138464,1882,2024
SWE00138470,1970,1984
SWE00138476,1945,2011
SWE00138482,1965,2011
SWE00138486,1945,2024
SWE00138488,1882,2011
SWE00138510,1961,2014
SWE00138514,1943,2014
SWE00138518,1945,2019
SWE00138520,1978,2000
SWE00138526,1945,2024
SWE00138530,1951,2024
SWE00138532,1951,1964
SWE00138538,1945,2002
SWE00138544,1965,2002
SWE00138550,1965,1991
SWE00138558,1961,1999
SWE00138566,1951,1974
SWE00138568,1964,2024
SWE00138570,1939,2011
SWE00138574,1964,2011
SWE00138576,1945,2011
SWE00138578,1995,2024
SWE00138580,1953,2014
SWE00138584,1965,1979
SWE00138586,1945,1966
SWE00138594,1961,2024
SWE00138596,1996,2024
SWE00138602,1996,2024
SWE00138606,1958,2024
SWE00138610,1983,2024
SWE00138618,1924,2024
SWE00138624,1945,1988
SWE00138626,1950,2014
SWE00138630,1944,1979
SWE00138638,1962,2023
SWE00138650,1952,2011
SWE00138654,1962,2011
SWE00138662,1995,2024
SWE00138674,1962,2024
SWE00138680,1965,1997
SWE00138686,1953,1980
SWE00138688,1965,1996
SWE00138698,1951,2014
SWE00138704,1951,1983
SWE00138708,1973,1989
SWE00138726,1978,2014
SWE00138728,1957,1993
SWE00138736,1963,2011
SWE00138738,1961,1979
SWE00138742,1962,2024
SWE00138746,1955,2024
SWE00138748,1973,1995
SWE00138756,1961,2024
SWE00138758,1953,2014
SWE00138778,1951,2024
SWE00138782,1974,2011
SWE00138796,1953,2024
SWE00138798,1945,2024
SWE00138804,1945,1976
SWE00138812,1957,1997
SWE00138814,1961,2024
SWE00138816,1995,2024
SWE00138822,1974,2014
SWE00138826,1961,2005
SWE00138832,1952,1995
SWE00138836,1859,2014
SWE00138846,1952,1979
SWE00138848,1965,1995
SWE00138850,1961,2013
SWE00138854,1951,1995
SWE00138856,1995,2024
SWE00138858,1945,1972
SWE00138860,1965,2024
SWE00138864,1945,2024
SWE00138866,1971,2015
SWE00138886,1756,2024
SWE00138896,1965,2024
SWE00138904,1945,1985
SWE00138914,1967,2024
SWE00138926,1951,2014
SWE00138934,1961,2014
SWE00138936,1961,1989
SWE00138950,1951,2014
SWE00138952,1953,1979
SWE00138976,1969,2014
SWE00138980,1968,1988
SWE00139018,1952,2003
SWE00139026,1951,1979
SWE00139028,1882,2024
SWE00139034,1945,2002
SWE00139038,1982,2014
SWE00139044,1961,2001
SWE00139060,1960,2014
SWE00139064,1952,1992
SWE00139068,1986,2024
SWE00139070,1945,2014
SWE00139072,1962,2024
SWE00139074,1945,1977
SWE00139090,1945,2014
SWE00139106,1963,1984
SWE00139110,1965,2014
SWE00139112,1952,2024
SWE00139126,1945,1984
SWE00139128,1840,2014
SWE00139134,1969,2024
SWE00139138,1945,1974
SWE00139148,1739,2024
SWE00139154,1969,1986
SWE00139156,1961,2024
SWE00139158,1978,2014
SWE00139160,1986,2024
SWE00139164,1961,1986
SWE00139172,1840,2024
SWE00139178,1970,2024
SWE00139182,1970,2024
SWE00139186,1967,2024
SWE00139194,1945,1973
SWE00139198,1961,2000
SWE00139240,1956,1977
SWE00139250,1986,2024
SWE00139254,1961,2013
SWE00139268,1976,2023
SWE00139272,1977,2024
SWE00139276,1951,2024
SWE00139282,1967,1995
SWE00139284,1951,1995
SWE00139286,1962,2020
SWE00139290,1949,1976
SWE00139296,1982,2014
SWE00139306,1995,2024
SWE00139308,1951,2014
SWE00139320,1949,1975
SWE00139324,1955,2013
SWE00139332,1965,2007
SWE00139334,1961,2010
SWE00139336,1951,1967
SWE00139340,1988,2000
SWE00139346,1945,2010
SWE00139348,1964,2024
SWE00139362,1961,2024
SWE00139364,1965,1985
SWE00139372,1945,1984
SWE00139390,1973,1995
SWE00139396,1952,2024
